"COLONY","PlantID","Sex_t","Sever","Time","Lf_t","ST.BOR.t","DMG.t","Total_nodes","SexF_t1","brnoF_t1","SexB_t1","brnoB_t1","LfFtot_t1","LfBtot_t1","Lftot_t1","SexF_t2","brnoF_t2","SexB_t2","brnoB_t2","LftotF_t2","LftotB_t2","Lftot_t2"
12,219,"S","S2","T2","515.0415","N","N",6,"S",2,"V","1",841.494,245.084,1086.578,NA,NA,NA,NA,NA,NA,NA
12,220,"V","S2","T2","425.384","Y","N",6,"V",1,"V","1",127.7387,238.473,366.2117,NA,NA,NA,NA,NA,NA,NA
12,221,"S","S4","T2","903.423","N","N",6,"S",1,NA,"0",652.758,0,652.758,NA,NA,NA,NA,NA,NA,NA
12,222,"V","S4","T2","459.49075","N","N",6,"V",1,NA,"0",669.5403,0,669.5403,NA,NA,NA,NA,NA,NA,NA
12,223,"S","C","T2","840.594","Y","N",6,"S",2,NA,"0",1238.8547,0,1238.8547,NA,NA,NA,NA,NA,NA,NA
12,224,"V","C","T2","450.626","N","N",6,"V",2,NA,"0",720.952,0,720.952,NA,NA,NA,NA,NA,NA,NA
12,225,"S","S1","T1","600.159","N","N",11,"S",2,NA,"0",912.045,0,912.045,NA,NA,NA,NA,NA,NA,NA
12,226,"V","S1","T1","314.8","N","N",11,"S",1,NA,"0",272.625,0,272.625,NA,NA,NA,NA,NA,NA,NA
12,227,"S","S2","T1","388.155","Y","N",11,"V",1,NA,"0",352.663,0,352.663,NA,NA,NA,NA,NA,NA,NA
12,228,"V","S2","T1","165.4515","N","N",11,"V",1,NA,"0",225.5515,0,225.5515,NA,NA,NA,NA,NA,NA,NA
12,229,"S","S4","T1","698.6145","N","N",11,"S",1,NA,"0",979.539,0,979.539,NA,NA,NA,NA,NA,NA,NA
12,230,"V","S4","T1","421.654","N","N",11,"V",1,NA,"0",522.4455,0,522.4455,NA,NA,NA,NA,NA,NA,NA
12,231,"S","C","T1","657.723","N","N",11,"S",1,NA,"0",901.4415,0,901.4415,NA,NA,NA,NA,NA,NA,NA
12,232,"V","C","T1","376.25225","N","N",11,"S",1,NA,"0",757.005,0,757.005,NA,NA,NA,NA,NA,NA,NA
12,233,"S","S1","T3","744.771","N","N",11,"V",1,"V","2",513.13,645.226,1158.356,NA,NA,NA,NA,NA,NA,NA
12,234,"V","S1","T3","550.392","N","N",11,"S",2,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
12,235,"S","S2","T3","606.8982","N","N",11,"S",1,NA,"0",750.336,0,750.336,NA,NA,NA,NA,NA,NA,NA
12,236,"V","S2","T3","352.663","N","N",11,"S",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
12,237,"S","S4","T3","1109.46","N","N",11,"S",1,NA,"0",832.9965,0,832.9965,NA,NA,NA,NA,NA,NA,NA
12,238,"V","S4","T3","408.556","N","N",11,"V",1,NA,"0",560.008,0,560.008,NA,NA,NA,NA,NA,NA,NA
12,239,"S","C","T3","854.1075","Y","N",11,"V",2,NA,"0",1328.7807,0,1328.7807,NA,NA,NA,NA,NA,NA,NA
12,240,"V","C","T3","522.145","N","N",4,"V",1,NA,"0",638.4385,0,638.4385,NA,NA,NA,NA,NA,NA,NA
13,241,"S","S1","T2","554.88","Y","N",7,"S",1,"S","2",228.048,1070.812,1298.86,NA,NA,NA,NA,NA,NA,NA
13,242,"V","S1","T2","467.454","N","N",5,"V",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,243,"S","S2","T2","354.81","Y","N",6,"V",1,"V","1",NA,293.164,NA,NA,NA,NA,NA,NA,NA,NA
13,244,"V","S2","T2","531.761","Y","Y",7,NA,0,"S","1",0,544.1235,544.1235,NA,NA,NA,NA,NA,NA,NA
13,245,"S","S4","T2","966.7785","Y","N",7,"S",2,NA,"0",761.151,0,761.151,NA,NA,NA,NA,NA,NA,NA
13,246,"V","S4","T2","579.24","N","N",5,"V",2,"V","1",NA,154.333,NA,NA,NA,NA,NA,NA,NA,NA
13,247,"S","C","T2","571.9035","N","N",6,"S",1,NA,"0",822.8175,0,822.8175,NA,NA,NA,NA,NA,NA,NA
13,248,"V","C","T2","384.2155","N","N",5,"S",1,NA,"0",333.348,0,333.348,NA,NA,NA,NA,NA,NA,NA
13,249,"S","S1","T1","472.746","Y","N",6,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
13,250,"V","S1","T1","440.5855","N","N",6,"V",2,"V","1",NA,368.289,NA,NA,NA,NA,NA,NA,NA,NA
13,251,"S","S2","T1","297.246","N","N",6,"V",1,NA,"0",156.8093,0,156.8093,NA,NA,NA,NA,NA,NA,NA
13,252,"V","S2","T1","314.95025","N","N",5,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,253,"S","S4","T1","757.407","Y","Y",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
13,254,"V","S4","T1","400.142","Y","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,255,"S","C","T1","895.35","N","N",11,"S",2,NA,"0",1308.8505,0,1308.8505,NA,NA,NA,NA,NA,NA,NA
13,257,"S","S1","T3","478.713","N","N",11,"S",2,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,258,"V","S1","T3","376.25225","Y","N",4,"V",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,259,"S","S2","T3","632.451","Y","N",11,"S",1,"V","2",692.2455,275.4106,967.6561,NA,NA,NA,NA,NA,NA,NA
13,260,"V","S2","T3","450.9265","N","N",11,"S",1,"V","1",466.377,188.7369,655.1139,NA,NA,NA,NA,NA,NA,NA
13,261,"S","S4","T3","739.155","Y","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,262,"V","S4","T3","337.3375","N","N",11,"S",1,NA,"0",612.042,0,612.042,NA,NA,NA,NA,NA,NA,NA
13,263,"S","C","T3","522.939","Y","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,264,"V","C","T3","425.384","N","N",4,"S",1,NA,"0",599.406,0,599.406,NA,NA,NA,NA,NA,NA,NA
14,265,"S","S1","T2","461.6895","N","N",6,"V",1,"V",".",97.98925,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,266,"V","S1","T2","352.663","N","N",6,"V",1,"V","1",194.6,279.0405,473.6405,NA,NA,NA,NA,NA,NA,NA
14,267,"S","S2","T2","380.6085","Y","N",6,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
14,268,"V","S2","T2","400.4425","N","N",7,NA,0,"V","1",0,307.588,307.588,NA,NA,NA,NA,NA,NA,NA
14,269,"S","S4","T2","571.728","Y","N",6,NA,0,"V","1",0,138.2563,138.2563,NA,NA,NA,NA,NA,NA,NA
14,270,"V","S4","T2","360.32575","Y","N",7,"V",1,"V","1",NA,231.862,NA,NA,NA,NA,NA,NA,NA,NA
14,271,"S","C","T2","723.36","Y","N",7,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
14,272,"V","C","T2","344.85","Y","N",7,"V",1,"V","1",97.48848,182.7303,280.21878,NA,NA,NA,NA,NA,NA,NA
14,273,"S","S1","T1","403.248","N","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
14,274,"V","S1","T1","329.825","N","N",11,NA,0,"V","2",0,326.5458,326.5458,NA,NA,NA,NA,NA,NA,NA
14,275,"S","S2","T1","513.111","N","N",11,"V",1,NA,"0",231.862,0,231.862,NA,NA,NA,NA,NA,NA,NA
14,276,"V","S2","T1","367.9885","Y","N",11,"V",1,NA,"0",384.2155,0,384.2155,NA,NA,NA,NA,NA,NA,NA
14,277,"S","S4","T1","513.111","Y","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
14,278,"V","S4","T1","251.695","Y","N",11,"V",1,NA,"0",307.588,0,307.588,NA,NA,NA,NA,NA,NA,NA
14,279,"S","C","T1","475.0275","N","N",11,"V",1,NA,"0",170.56,0,170.56,NA,NA,NA,NA,NA,NA,NA
14,280,"V","C","T1","329.224","N","N",11,"V",1,NA,"0",598.7725,0,598.7725,NA,NA,NA,NA,NA,NA,NA
14,281,"S","S1","T3","642.63","Y","N",4,"V",1,NA,"0",200.61,0,200.61,NA,NA,NA,NA,NA,NA,NA
14,282,"V","S1","T3","495.1","N","N",11,"S",1,NA,"0",400.2135,0,400.2135,NA,NA,NA,NA,NA,NA,NA
14,283,"S","S2","T3","425.361","Y","N",4,"V",1,"V","1",450.9265,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,284,"V","S2","T3","392.17875","Y","N",11,"S",1,NA,"0",289.2975,0,289.2975,NA,NA,NA,NA,NA,NA,NA
14,285,"S","S4","T3","603.1425","N","N",11,"S",1,NA,"0",622.221,0,622.221,NA,NA,NA,NA,NA,NA,NA
14,286,"V","S4","T3","322.012","N","N",11,"V",1,NA,"0",459.4907,0,459.4907,NA,NA,NA,NA,NA,NA,NA
14,287,"S","C","T3","579.801","N","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
14,288,"V","C","T3","392.329","N","N",11,"V",1,NA,"0",285.952,0,285.952,NA,NA,NA,NA,NA,NA,NA
15,289,"S","S1","T2","723.009","N","N",5,"S",2,"S","2",741.459,882.911,1624.37,NA,NA,NA,NA,NA,NA,NA
15,290,"S","S2","T2","640.6995","Y","N",5,"V",3,NA,"0",589.4035,0,589.4035,NA,NA,NA,NA,NA,NA,NA
15,291,"V","S2","T2","425.23375","Y","N",5,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,292,"S","S4","T2","706.3365","N","N",6,"S",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
15,293,"V","S4","T2","424.783","N","N",6,"V",2,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
15,294,"S","C","T2","501.879","N","N",7,"V",1,NA,"0",689.824,0,689.824,NA,NA,NA,NA,NA,NA,NA
15,296,"S","S1","T1","380.784","N","N",11,"S",1,"V","1",421.6245,100.6633,522.2878,NA,NA,NA,NA,NA,NA,NA
15,297,"V","S1","T1","300.376","N","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,298,"S","S2","T1","445.017","N","N",11,"V",2,"V","1",NA,271.528,NA,NA,NA,NA,NA,NA,NA,NA
15,299,"V","S2","T1","219.241","N","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,300,"S","S4","T1","602.616","N","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,301,"V","S4","T1","433.798","N","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,302,"S","C","T1","690.366","Y","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
15,303,"V","C","T1","344.39925","Y","N",11,"V",1,NA,"0",628.522,0,628.522,NA,NA,NA,NA,NA,NA,NA
15,304,"S","S1","T3","669.657","N","N",11,"S",2,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,305,"V","S1","T3","272.129","Y","N",10,"V",1,"V","1",NA,91.13893,NA,NA,NA,NA,NA,NA,NA,NA
15,306,"V","S1","T3","337.3375","N","Y",11,"V",1,NA,"0",265.2175,0,265.2175,NA,NA,NA,NA,NA,NA,NA
15,308,"V","S2","T3","433.798","N","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,309,"S","S4","T3","737.4","N","N",11,"V",2,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
15,311,"S","C","T3","544.701","N","Y",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
15,312,"V","C","T3","337.037","N","Y",4,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
16,313,"S","S1","T2","1263.3735","N","N",11,"S",2,"S","1",1091.2305,758.9355,1850.166,NA,NA,NA,NA,NA,NA,NA
16,314,"V","S1","T2","486.085","N","N",7,"S",1,"V","1",387.9285,468.3555,856.284,NA,NA,NA,NA,NA,NA,NA
16,315,"S","S2","T2","402.546","N","N",11,"V",1,"V","1",329.825,94.3137,424.1387,NA,NA,NA,NA,NA,NA,NA
16,316,"V","S2","T2","367.9885","Y","N",5,"V",1,"V","1",NA,132.9975,NA,NA,NA,NA,NA,NA,NA,NA
16,317,"S","S4","T2","768.4635","Y","N",11,"S",1,"S","1",544.1235,403.197,947.3205,NA,NA,NA,NA,NA,NA,NA
16,318,"V","S4","T2","579.24","N","N",6,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
16,319,"S","C","T2","624.729","Y","N",11,"S",1,NA,"0",463.569,0,463.569,NA,NA,NA,NA,NA,NA,NA
16,320,"V","C","T2","337.3375","N","N",5,"V",1,NA,"0",367.9885,0,367.9885,NA,NA,NA,NA,NA,NA,NA
16,321,"S","S1","T1","411.8475","Y","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
16,322,"V","S1","T1","194.44975","N","N",11,NA,0,"V","1",0,112.864,112.864,NA,NA,NA,NA,NA,NA,NA
16,325,"S","S4","T1","637.1895","Y","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
16,326,"V","S4","T1","522.4455","Y","N",11,"V",1,NA,"0",103.248,0,103.248,NA,NA,NA,NA,NA,NA,NA
16,327,"S","C","T1","544.35","Y","N",11,"V",1,NA,"0",165.4515,0,165.4515,NA,NA,NA,NA,NA,NA,NA
16,329,"S","S1","T3","1150.0005","Y","N",5,"S",1,"V","1",371.256,700.9425,1072.1985,NA,NA,NA,NA,NA,NA,NA
16,330,"V","S1","T3","345.00025","Y","N",11,"V",1,"V","1",141.5618,392.329,533.8908,NA,NA,NA,NA,NA,NA,NA
16,331,"S","S2","T3","524.343","Y","N",7,"S",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,332,"V","S2","T3","560.008","N","N",11,"V",1,NA,"0",416.97,0,416.97,NA,NA,NA,NA,NA,NA,NA
16,333,"S","S4","T3","659.127","Y","N",7,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
16,334,"V","S4","T3","513.13","Y","Y",5,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
16,335,"S","C","T3","759.864","Y","N",5,"S",2,NA,"0",990.1425,0,990.1425,NA,NA,NA,NA,NA,NA,NA
16,336,"V","C","T3","679.9075","Y","N",4,"S",1,NA,"0",593.088,0,593.088,NA,NA,NA,NA,NA,NA,NA
18,337,"S","S1","T2","973.0965","N","N",6,"S",2,"S","1",NA,691.017,NA,NA,NA,NA,NA,NA,NA,NA
18,338,"V","S1","T2","485.1835","Y","N",7,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
18,339,"S","S2","T2","640.524","Y","N",5,"S",2,"S","1",NA,369.15,NA,NA,NA,NA,NA,NA,NA,NA
18,340,"V","S2","T2","360.476","N","N",6,"V",2,NA,"0",410.3852,0,410.3852,NA,NA,NA,NA,NA,NA,NA
18,341,"S","S4","T2","625.9575","Y","N",6,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18,342,"V","S4","T2","513.13","N","N",7,"V",1,NA,"0",440.1085,0,440.1085,NA,NA,NA,NA,NA,NA,NA
18,343,"S","C","T2","636.8385","N","N",6,"V",2,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18,344,"V","C","T2","459.641","N","N",5,"S",1,NA,"0",759.111,0,759.111,NA,NA,NA,NA,NA,NA,NA
18,345,"S","S1","T1","357.0915","N","N",11,"V",1,"V","1",NA,264.917,NA,NA,NA,NA,NA,NA,NA,NA
18,346,"V","S1","T1","285.952","N","N",11,"V",2,"V","1",NA,143.2145,NA,NA,NA,NA,NA,NA,NA,NA
18,347,"S","S2","T1","704.406","N","N",11,"S",1,NA,"0",552.5475,0,552.5475,NA,NA,NA,NA,NA,NA,NA
18,348,"V","S2","T1","258.306","N","N",11,"V",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,349,"S","S4","T1","522.588","N","N",11,"S",1,NA,"0",264.201,0,264.201,NA,NA,NA,NA,NA,NA,NA
18,350,"V","S4","T1","231.41125","N","N",5,"V",1,NA,"0",522.145,0,522.145,NA,NA,NA,NA,NA,NA,NA
18,351,"S","C","T1","369.201","N","N",11,"S",1,NA,"0",729.276,0,729.276,NA,NA,NA,NA,NA,NA,NA
18,352,"V","C","T1","258.306","N","N",5,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18,353,"S","S1","T3","571.50045","N","N",11,"S",2,"V","1",285.586,224.65,510.236,NA,NA,NA,NA,NA,NA,NA
18,354,"V","S1","T3","314.95025","N","N",11,"V",2,"V","1",NA,788.0875,NA,NA,NA,NA,NA,NA,NA,NA
18,355,"S","S2","T3","907.635","Y","N",4,"S",2,"V","1",953.7775,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,356,"V","S2","T3","314.34925","N","N",11,"V",1,NA,"0",271.9787,0,271.9787,NA,NA,NA,NA,NA,NA,NA
18,357,"S","S4","T3","503.1075","N","N",11,"V",1,NA,"0",587.654,0,587.654,NA,NA,NA,NA,NA,NA,NA
18,359,"S","C","T3","554.0025","N","N",11,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
18,360,"V","C","T3","344.85","N","N",11,"V",1,NA,"0",457.237,0,457.237,NA,NA,NA,NA,NA,NA,NA
19,361,"S","S1","T2","683.697","Y","N",5,NA,0,"S","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,362,"V","S1","T2","400.4425","Y","Y",4,"V",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,363,"S","S2","T2","618.5865","N","N",5,"S",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
19,364,"V","S2","T2","314.34925","Y","N",5,"V",1,NA,"0",271.528,0,271.528,NA,NA,NA,NA,NA,NA,NA
19,365,"S","S4","T2","432.03","Y","N",6,"V",1,NA,"0",322.3125,0,322.3125,NA,NA,NA,NA,NA,NA,NA
19,366,"V","S4","T2","416.97","Y","N",6,"V",1,NA,"0",383.915,0,383.915,NA,NA,NA,NA,NA,NA,NA
19,367,"S","C","T2","649.299","N","N",8,"S",1,NA,"0",570.975,0,570.975,NA,NA,NA,NA,NA,NA,NA
19,368,"V","C","T2","442.36225","Y","N",7,"V",1,NA,"0",165.4515,0,165.4515,NA,NA,NA,NA,NA,NA,NA
19,369,"S","S1","T1","605.775","Y","N",11,"S",2,"V","1",638.821,618.305,1257.126,NA,NA,NA,NA,NA,NA,NA
19,370,"V","S1","T1","165.4515","N","N",5,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
19,371,"S","S2","T1","664.041","Y","N",11,"S",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
19,372,"V","S2","T1","122.7805","Y","N",6,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
19,373,"S","S4","T1","243.894","N","N",11,"S",1,NA,"0",536.928,0,536.928,NA,NA,NA,NA,NA,NA,NA
19,374,"V","S4","T1","286.10225","Y","N",5,"S",1,NA,"0",274.5555,0,274.5555,NA,NA,NA,NA,NA,NA,NA
19,375,"S","C","T1","717.744","N","N",11,"S",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
19,376,"V","C","T1","225.5515","N","N",6,"V",1,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
19,377,"S","S1","T3","521.535","Y","N",11,"S",1,"V","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,378,"V","S1","T3","307.588","Y","N",11,NA,0,NA,"0",0,0,0,NA,NA,NA,NA,NA,NA,NA
19,379,"S","S2","T3","879.906","N","N",11,"S",2,NA,"0",NA,0,NA,NA,NA,NA,NA,NA,NA,NA
19,380,"V","S2","T3","468.055","Y","N",11,"S",1,NA,"0",420.045,0,420.045,NA,NA,NA,NA,NA,NA,NA
19,381,"S","S4","T3","797.772","Y","N",11,"S",1,NA,"0",1163.463,0,1163.463,NA,NA,NA,NA,NA,NA,NA
19,382,"V","S4","T3","433.798","Y","N",11,"V",1,NA,"0",225.5515,0,225.5515,NA,NA,NA,NA,NA,NA,NA
19,384,"V","C","T3","272.129","Y","N",11,"V",1,NA,"0",300.376,0,300.376,NA,NA,NA,NA,NA,NA,NA
21,385,"S","S1","T2","625.431","N","N",7,"V",2,NA,"0",456.3205,0,456.3205,"V",2,"NAN",0,327.5965,0,327.5965
21,386,"V","S1","T2","376.25225","Y","N",5,"V",1,"V","1",NA,285.952,NA,"V",1,"V",1,108.056,322.3125,430.3685
21,387,"S","S2","T2","464.8485","Y","N",7,"V",1,"V","1",NA,NA,NA,"V",1,"V",1,93.632,94.3137,187.9457
21,388,"V","S2","T2","442.36225","N","N",7,"V",1,"V","1",425.384,314.8,740.184,"V",1,"V",1,292.8635,NA,NA
21,389,"S","S4","T2","631.2225","N","N",8,"S",2,NA,"0",NA,0,NA,"V",3,"NAN",0,972.51475,0,972.51475
21,390,"V","S4","T2","300.376","Y","N",8,NA,0,NA,"0",0,0,0,"NAN",0,"NAN",0,0,0,0
21,391,"S","C","T2","688.611","N","N",6,"S",1,NA,"0",709.62,0,709.62,"V",1,"NAN",0,733.096,0,733.096
21,392,"V","C","T2","408.70625","N","N",6,"V",1,NA,"0",148.924,0,148.924,"V",1,"NAN",0,127.889,0,127.889
21,393,"S","S1","T1","420.096","N","N",11,"V",1,"V","1",272.129,182.58,454.709,"V",1,"V",1,345.00025,251.3945,596.39475
21,394,"V","S1","T1","188.59","N","N",11,"V",1,NA,"0",68.4776,0,68.4776,"V",1,"NAN",0,58.4059,0,58.4059
21,395,"S","S2","T1","382.188","N","N",11,"V",2,"V","1",753.406,359.875,1113.281,"V",2,"V",2,462.671,511.163,973.834
21,396,"V","S2","T1","279.0405","Y","N",11,"V",1,"V","1",53.589,127.889,181.478,"V",1,"V",1,127.889,206.16925,334.05825
21,397,"S","S4","T1","331.8195","N","N",11,NA,0,"V","1",0,143.515,143.515,"NAN",0,"V",1,0,138.25625,138.25625
